,ID,yr,cm,annualprec,summerpdsi,wintertemp
1188,444,1998,7.8,1.765,-0.795,5.633333333
1189,444,2002,5.7,1.8056,-1.055,5.4
1190,444,2004,5.7,1.8532,-0.795,5.1
1191,444,2006,5.5,1.4533,-2.0425,5.666666667
1192,444,2008,5.6,1.5392,-2.47,4.833333333
1193,444,2010,5.7,1.4914,-1.5675,2.033333333
1194,444,2011,5.7,2.0694,-0.3875,5.133333333
1195,442,1998,8.5,1.765,-0.795,5.633333333
1196,442,2002,8.7,1.8056,-1.055,5.4
1197,442,2004,8.5,1.8532,-0.795,5.1
1198,442,2006,8.6,1.4533,-2.0425,5.666666667
1199,442,2008,8.1,1.5392,-2.47,4.833333333
1200,442,2010,8.1,1.4914,-1.5675,2.033333333
1201,442,2011,8.1,2.0694,-0.3875,5.133333333
1202,583,1998,7.9,1.765,-0.795,5.633333333
1203,583,2002,8.8,1.8056,-1.055,5.4
1204,583,2004,9.3,1.8532,-0.795,5.1
1205,583,2006,9.7,1.4533,-2.0425,5.666666667
1206,583,2008,10,1.5392,-2.47,4.833333333
1207,583,2010,10.5,1.4914,-1.5675,2.033333333
1208,583,2011,10.9,2.0694,-0.3875,5.133333333
1209,818,1993,16.7,1.5967,-0.9375,4.566666667
1210,818,1996,17.4,2.0648,0.535,3.266666667
1211,818,1998,17.1,1.765,-0.795,5.633333333
1212,818,2002,17.2,1.8056,-1.055,5.4
1213,818,2004,17.2,1.8532,-0.795,5.1
1214,818,2006,17.3,1.4533,-2.0425,5.666666667
1215,818,2008,17.3,1.5392,-2.47,4.833333333
1216,818,2010,17.3,1.4914,-1.5675,2.033333333
1217,818,2011,17.7,2.0694,-0.3875,5.133333333
1218,1080,2004,3.4,1.8532,-0.795,5.1
1219,1080,2006,3.5,1.4533,-2.0425,5.666666667
1220,1080,2008,3.3,1.5392,-2.47,4.833333333
1221,1080,2010,3.2,1.4914,-1.5675,2.033333333
1222,979,1998,3.4,1.765,-0.795,5.633333333
1223,979,2002,3.5,1.8056,-1.055,5.4
1224,979,2004,3.5,1.8532,-0.795,5.1
1225,979,2006,3.6,1.4533,-2.0425,5.666666667
1226,979,2008,3.6,1.5392,-2.47,4.833333333
1227,979,2010,3.6,1.4914,-1.5675,2.033333333
1228,979,2011,3.5,2.0694,-0.3875,5.133333333
1229,443,1998,52.1,1.765,-0.795,5.633333333
1230,443,2002,53.4,1.8056,-1.055,5.4
1231,443,2004,54.4,1.8532,-0.795,5.1
1232,443,2006,55.4,1.4533,-2.0425,5.666666667
1233,443,2008,56.5,1.5392,-2.47,4.833333333
1234,443,2010,59.7,1.4914,-1.5675,2.033333333
1235,443,2011,58.7,2.0694,-0.3875,5.133333333
1236,816,1993,18.3,1.5967,-0.9375,4.566666667
1237,816,1996,18.4,2.0648,0.535,3.266666667
1238,816,1998,18.4,1.765,-0.795,5.633333333
1239,1324,2010,2.4,1.4914,-1.5675,2.033333333
1240,1324,2011,1.9,2.0694,-0.3875,5.133333333
1241,1325,2010,2.3,1.4914,-1.5675,2.033333333
1242,1325,2011,1.7,2.0694,-0.3875,5.133333333
1243,956,1995,4.4,1.9505,0.15,5.3
1244,956,1996,4.5,2.0648,0.535,3.266666667
1245,956,1998,4.3,1.765,-0.795,5.633333333
1246,956,2002,4.5,1.8056,-1.055,5.4
1247,956,2004,4.3,1.8532,-0.795,5.1
1248,956,2006,4.3,1.4533,-2.0425,5.666666667
1249,956,2008,4.4,1.5392,-2.47,4.833333333
1250,956,2010,4.6,1.4914,-1.5675,2.033333333
1251,956,2011,4.4,2.0694,-0.3875,5.133333333
1252,950,1995,0.9,1.9505,0.15,5.3
1253,950,1996,0.9,2.0648,0.535,3.266666667
1254,950,1998,1.3,1.765,-0.795,5.633333333
1255,950,2002,1.5,1.8056,-1.055,5.4
1256,950,2004,1.4,1.8532,-0.795,5.1
1257,481,1998,22.2,1.765,-0.795,5.633333333
1258,481,2002,21.8,1.8056,-1.055,5.4
1259,975,1998,5.1,1.765,-0.795,5.633333333
1260,975,2002,5.2,1.8056,-1.055,5.4
1261,975,2004,5,1.8532,-0.795,5.1
1262,975,2006,5,1.4533,-2.0425,5.666666667
1263,975,2008,5,1.5392,-2.47,4.833333333
1264,976,1998,18.2,1.765,-0.795,5.633333333
1265,976,2002,18.6,1.8056,-1.055,5.4
1266,976,2004,18.3,1.8532,-0.795,5.1
1267,976,2006,18.3,1.4533,-2.0425,5.666666667
1268,976,2008,18.3,1.5392,-2.47,4.833333333
1269,976,2010,18.4,1.4914,-1.5675,2.033333333
1270,976,2011,18.5,2.0694,-0.3875,5.133333333
1271,980,1998,5.2,1.765,-0.795,5.633333333
1272,980,2002,5,1.8056,-1.055,5.4
1273,980,2004,5.1,1.8532,-0.795,5.1
1274,980,2006,5.1,1.4533,-2.0425,5.666666667
1275,980,2008,5,1.5392,-2.47,4.833333333
1276,980,2010,4.8,1.4914,-1.5675,2.033333333
1277,714,1998,13.5,1.765,-0.795,5.633333333
1278,714,2002,13.9,1.8056,-1.055,5.4
1279,714,2004,13.9,1.8532,-0.795,5.1
1280,714,2006,14,1.4533,-2.0425,5.666666667
1281,714,2008,14.3,1.5392,-2.47,4.833333333
1282,714,2010,14.3,1.4914,-1.5675,2.033333333
1283,714,2011,14.2,2.0694,-0.3875,5.133333333
1284,585,1998,5,1.765,-0.795,5.633333333
1285,585,2002,5,1.8056,-1.055,5.4
1286,585,2004,5,1.8532,-0.795,5.1
1287,585,2006,5,1.4533,-2.0425,5.666666667
1288,219,1996,7.2,2.0648,0.535,3.266666667
1289,219,1998,7.4,1.765,-0.795,5.633333333
1290,219,2002,7.4,1.8056,-1.055,5.4
1291,219,2004,7.4,1.8532,-0.795,5.1
1292,219,2006,7.4,1.4533,-2.0425,5.666666667
1293,219,2008,7.6,1.5392,-2.47,4.833333333
1294,219,2010,7.6,1.4914,-1.5675,2.033333333
1295,219,2011,7.6,2.0694,-0.3875,5.133333333
1296,1150,2007,1.3,1.2303,-2.835,5.866666667
1297,1150,2008,1.2,1.5392,-2.47,4.833333333
1298,1150,2010,1.5,1.4914,-1.5675,2.033333333
1299,1150,2011,1.5,2.0694,-0.3875,5.133333333
1300,1151,2007,1,1.2303,-2.835,5.866666667
1301,1151,2008,1.1,1.5392,-2.47,4.833333333
1302,1151,2010,1.3,1.4914,-1.5675,2.033333333
1303,1151,2011,1.5,2.0694,-0.3875,5.133333333
1304,995,1998,0.9,1.765,-0.795,5.633333333
1305,995,2002,1.5,1.8056,-1.055,5.4
1306,995,2004,1.5,1.8532,-0.795,5.1
1307,1348,2010,2.5,1.4914,-1.5675,2.033333333
1308,1348,2011,2.5,2.0694,-0.3875,5.133333333
1309,801,1993,83.8,1.5967,-0.9375,4.566666667
1310,801,1996,85.2,2.0648,0.535,3.266666667
1311,801,1998,85.1,1.765,-0.795,5.633333333
1312,801,2002,86.2,1.8056,-1.055,5.4
1313,801,2004,87.2,1.8532,-0.795,5.1
1314,801,2006,88,1.4533,-2.0425,5.666666667
1315,801,2008,81.5,1.5392,-2.47,4.833333333
1316,801,2010,84.7,1.4914,-1.5675,2.033333333
1317,801,2011,82.8,2.0694,-0.3875,5.133333333
1318,248,1996,28.9,2.0648,0.535,3.266666667
1319,248,1998,29.5,1.765,-0.795,5.633333333
1320,248,2002,29.8,1.8056,-1.055,5.4
1321,248,2004,30,1.8532,-0.795,5.1
1322,248,2006,30.1,1.4533,-2.0425,5.666666667
1323,248,2008,30.4,1.5392,-2.47,4.833333333
1324,248,2010,30.9,1.4914,-1.5675,2.033333333
1325,248,2011,30.5,2.0694,-0.3875,5.133333333
1326,958,1995,4.8,1.9505,0.15,5.3
1327,958,1996,5.2,2.0648,0.535,3.266666667
1328,958,1998,4.9,1.765,-0.795,5.633333333
1329,958,2002,4.8,1.8056,-1.055,5.4
1330,958,2004,4.9,1.8532,-0.795,5.1
1331,804,1993,34.4,1.5967,-0.9375,4.566666667
1332,804,1996,35.5,2.0648,0.535,3.266666667
1333,804,1998,36,1.765,-0.795,5.633333333
1334,804,2002,36.9,1.8056,-1.055,5.4
1335,804,2004,37.5,1.8532,-0.795,5.1
1336,804,2006,38.1,1.4533,-2.0425,5.666666667
1337,804,2008,38.7,1.5392,-2.47,4.833333333
1338,804,2010,39.5,1.4914,-1.5675,2.033333333
1339,804,2011,40.2,2.0694,-0.3875,5.133333333
1340,814,1993,15.3,1.5967,-0.9375,4.566666667
1341,814,1996,15.4,2.0648,0.535,3.266666667
1342,814,1998,15.4,1.765,-0.795,5.633333333
1343,814,2002,15.8,1.8056,-1.055,5.4
1344,814,2004,15.9,1.8532,-0.795,5.1
1345,814,2006,16,1.4533,-2.0425,5.666666667
1346,814,2008,16.2,1.5392,-2.47,4.833333333
1347,814,2010,16.5,1.4914,-1.5675,2.033333333
1348,814,2011,16.8,2.0694,-0.3875,5.133333333
1349,587,1998,3.5,1.765,-0.795,5.633333333
1350,587,2002,4.2,1.8056,-1.055,5.4
1351,587,2004,4.5,1.8532,-0.795,5.1
1352,587,2006,4.8,1.4533,-2.0425,5.666666667
1353,587,2008,5,1.5392,-2.47,4.833333333
1354,587,2010,5.7,1.4914,-1.5675,2.033333333
1355,587,2011,5.9,2.0694,-0.3875,5.133333333
1356,1347,2010,2,1.4914,-1.5675,2.033333333
1357,1347,2011,2,2.0694,-0.3875,5.133333333
1358,809,1993,30.5,1.5967,-0.9375,4.566666667
1359,809,1996,32.1,2.0648,0.535,3.266666667
1360,809,1998,32.7,1.765,-0.795,5.633333333
1361,809,2002,33.9,1.8056,-1.055,5.4
1362,809,2004,34.6,1.8532,-0.795,5.1
1363,809,2006,35,1.4533,-2.0425,5.666666667
1364,809,2008,35.5,1.5392,-2.47,4.833333333
1365,809,2010,35.1,1.4914,-1.5675,2.033333333
1366,809,2011,36.2,2.0694,-0.3875,5.133333333
1367,581,1998,34.2,1.765,-0.795,5.633333333
1368,581,2002,35.2,1.8056,-1.055,5.4
1369,581,2004,35.8,1.8532,-0.795,5.1
1370,581,2006,36.1,1.4533,-2.0425,5.666666667
1371,581,2008,37,1.5392,-2.47,4.833333333
1372,581,2010,37.9,1.4914,-1.5675,2.033333333
1373,581,2011,37.9,2.0694,-0.3875,5.133333333
1374,217,1996,7.2,2.0648,0.535,3.266666667
1375,217,1998,7.6,1.765,-0.795,5.633333333
1376,217,2002,8.1,1.8056,-1.055,5.4
1377,217,2004,8.5,1.8532,-0.795,5.1
1378,217,2006,8.6,1.4533,-2.0425,5.666666667
1379,217,2008,8.9,1.5392,-2.47,4.833333333
1380,217,2010,9.3,1.4914,-1.5675,2.033333333
1381,217,2011,9.4,2.0694,-0.3875,5.133333333
1382,322,1996,1,2.0648,0.535,3.266666667
1383,322,1998,1,1.765,-0.795,5.633333333
1384,322,2002,1.4,1.8056,-1.055,5.4
1385,322,2004,1.6,1.8532,-0.795,5.1
1386,322,2006,2,1.4533,-2.0425,5.666666667
1387,322,2008,2.4,1.5392,-2.47,4.833333333
1388,1277,2010,2.4,1.4914,-1.5675,2.033333333
1389,1277,2011,2.7,2.0694,-0.3875,5.133333333
1390,1152,2007,1,1.2303,-2.835,5.866666667
1391,1152,2008,0.9,1.5392,-2.47,4.833333333
1392,1152,2010,1,1.4914,-1.5675,2.033333333
1393,1152,2011,1.5,2.0694,-0.3875,5.133333333
1394,1153,2007,2.5,1.2303,-2.835,5.866666667
1395,1153,2008,2.6,1.5392,-2.47,4.833333333
1396,1153,2010,2.6,1.4914,-1.5675,2.033333333
1397,1153,2011,2.9,2.0694,-0.3875,5.133333333
1398,1154,2007,1.6,1.2303,-2.835,5.866666667
1399,1154,2008,1.7,1.5392,-2.47,4.833333333
1400,1154,2010,1.8,1.4914,-1.5675,2.033333333
1401,1154,2011,1.9,2.0694,-0.3875,5.133333333
1402,1158,2007,0.9,1.2303,-2.835,5.866666667
1403,1158,2008,0.9,1.5392,-2.47,4.833333333
1404,1158,2010,1.2,1.4914,-1.5675,2.033333333
1405,1158,2011,1.2,2.0694,-0.3875,5.133333333
1406,962,1995,8,1.9505,0.15,5.3
1407,962,1996,8,2.0648,0.535,3.266666667
1408,962,1998,7.8,1.765,-0.795,5.633333333
1409,962,2002,7.9,1.8056,-1.055,5.4
1410,962,2004,8,1.8532,-0.795,5.1
1411,811,1993,38.4,1.5967,-0.9375,4.566666667
1412,811,1996,40.3,2.0648,0.535,3.266666667
1413,811,1998,42,1.765,-0.795,5.633333333
1414,811,2002,42.6,1.8056,-1.055,5.4
1415,811,2004,43.1,1.8532,-0.795,5.1
1416,811,2006,43.7,1.4533,-2.0425,5.666666667
1417,811,2008,44.5,1.5392,-2.47,4.833333333
1418,811,2010,44.6,1.4914,-1.5675,2.033333333
1419,811,2011,45.7,2.0694,-0.3875,5.133333333
1420,965,1995,1.3,1.9505,0.15,5.3
1421,965,1996,1.3,2.0648,0.535,3.266666667
1422,965,1998,1.5,1.765,-0.795,5.633333333
1423,965,2002,1.6,1.8056,-1.055,5.4
1424,966,1998,1.8,1.765,-0.795,5.633333333
1425,966,2002,2,1.8056,-1.055,5.4
1426,1156,2007,1.4,1.2303,-2.835,5.866666667
1427,1156,2008,1.3,1.5392,-2.47,4.833333333
1428,1162,2007,1.4,1.2303,-2.835,5.866666667
1429,1162,2008,1.4,1.5392,-2.47,4.833333333
1430,1162,2010,1.5,1.4914,-1.5675,2.033333333
1431,1162,2011,2,2.0694,-0.3875,5.133333333
1432,304,1996,37,2.0648,0.535,3.266666667
1433,304,1998,38.5,1.765,-0.795,5.633333333
1434,304,2002,40.2,1.8056,-1.055,5.4
1435,304,2004,42.2,1.8532,-0.795,5.1
1436,304,2006,42.4,1.4533,-2.0425,5.666666667
1437,304,2008,43.2,1.5392,-2.47,4.833333333
1438,304,2010,44,1.4914,-1.5675,2.033333333
1439,304,2011,45.1,2.0694,-0.3875,5.133333333
1440,215,1996,4.9,2.0648,0.535,3.266666667
1441,215,1998,4.9,1.765,-0.795,5.633333333
1442,215,2002,4.9,1.8056,-1.055,5.4
1443,215,2004,4.9,1.8532,-0.795,5.1
1444,215,2006,5,1.4533,-2.0425,5.666666667
1445,215,2008,4.9,1.5392,-2.47,4.833333333
1446,215,2010,4.9,1.4914,-1.5675,2.033333333
1447,215,2011,4.9,2.0694,-0.3875,5.133333333
1448,1157,2007,1.6,1.2303,-2.835,5.866666667
1449,1157,2008,1.6,1.5392,-2.47,4.833333333
1450,1157,2010,1.8,1.4914,-1.5675,2.033333333
1451,299,1996,7.8,2.0648,0.535,3.266666667
1452,299,1998,8,1.765,-0.795,5.633333333
1453,299,2002,8.3,1.8056,-1.055,5.4
1454,299,2004,7.6,1.8532,-0.795,5.1
1455,299,2006,7.3,1.4533,-2.0425,5.666666667
1456,299,2008,7.7,1.5392,-2.47,4.833333333
1457,299,2010,8.1,1.4914,-1.5675,2.033333333
1458,299,2011,8.2,2.0694,-0.3875,5.133333333
1459,795,1993,21.6,1.5967,-0.9375,4.566666667
1460,795,1996,22.3,2.0648,0.535,3.266666667
1461,795,1998,22.4,1.765,-0.795,5.633333333
1462,795,2002,23.2,1.8056,-1.055,5.4
1463,795,2004,23.5,1.8532,-0.795,5.1
1464,795,2006,23.9,1.4533,-2.0425,5.666666667
1465,795,2008,24.4,1.5392,-2.47,4.833333333
1466,795,2010,25.3,1.4914,-1.5675,2.033333333
1467,795,2011,25.6,2.0694,-0.3875,5.133333333
1468,580,1998,10.4,1.765,-0.795,5.633333333
1469,580,2002,11,1.8056,-1.055,5.4
1470,580,2004,11.5,1.8532,-0.795,5.1
1471,580,2006,11.8,1.4533,-2.0425,5.666666667
1472,580,2008,12.2,1.5392,-2.47,4.833333333
1473,580,2010,12.8,1.4914,-1.5675,2.033333333
1474,580,2011,13,2.0694,-0.3875,5.133333333
1475,1327,2010,1.8,1.4914,-1.5675,2.033333333
1476,1327,2011,2.1,2.0694,-0.3875,5.133333333
1477,920,1995,6.3,1.9505,0.15,5.3
1478,920,1996,6.3,2.0648,0.535,3.266666667
1479,920,1998,6.2,1.765,-0.795,5.633333333
1480,920,2002,6.2,1.8056,-1.055,5.4
1481,920,2004,6.2,1.8532,-0.795,5.1
1482,920,2006,6.2,1.4533,-2.0425,5.666666667
1483,920,2008,6.2,1.5392,-2.47,4.833333333
1484,920,2010,6.1,1.4914,-1.5675,2.033333333
1485,1323,2010,1.5,1.4914,-1.5675,2.033333333
1486,1323,2011,1.6,2.0694,-0.3875,5.133333333
1487,992,1995,8.7,1.9505,0.15,5.3
1488,992,1996,8.7,2.0648,0.535,3.266666667
1489,992,1998,8.4,1.765,-0.795,5.633333333
1490,992,2002,8.8,1.8056,-1.055,5.4
1491,992,2004,8.8,1.8532,-0.795,5.1
1492,992,2006,8.8,1.4533,-2.0425,5.666666667
1493,992,2008,8.9,1.5392,-2.47,4.833333333
1494,992,2010,8.9,1.4914,-1.5675,2.033333333
1495,992,2011,8.9,2.0694,-0.3875,5.133333333
1496,1002,1995,4.7,1.9505,0.15,5.3
1497,1002,1996,4.8,2.0648,0.535,3.266666667
1498,1002,1998,4.8,1.765,-0.795,5.633333333
1499,1002,2002,5.1,1.8056,-1.055,5.4
1500,1002,2004,4.7,1.8532,-0.795,5.1
1501,1002,2006,4.7,1.4533,-2.0425,5.666666667
1502,1002,2008,4.7,1.5392,-2.47,4.833333333
1503,1002,2010,4.7,1.4914,-1.5675,2.033333333
1504,1002,2011,4.9,2.0694,-0.3875,5.133333333
1505,275,1998,29.5,1.765,-0.795,5.633333333
1506,275,2002,31.9,1.8056,-1.055,5.4
1507,275,2004,32.9,1.8532,-0.795,5.1
1508,275,2006,34.3,1.4533,-2.0425,5.666666667
1509,275,2008,36.1,1.5392,-2.47,4.833333333
1510,275,2010,35.1,1.4914,-1.5675,2.033333333
1511,214,1996,39.4,2.0648,0.535,3.266666667
1512,214,1998,40.7,1.765,-0.795,5.633333333
1513,214,2002,41.2,1.8056,-1.055,5.4
1514,214,2004,41.5,1.8532,-0.795,5.1
1515,214,2006,42,1.4533,-2.0425,5.666666667
1516,214,2008,42.3,1.5392,-2.47,4.833333333
1517,214,2010,42.4,1.4914,-1.5675,2.033333333
1518,214,2011,42.4,2.0694,-0.3875,5.133333333
1519,454,1993,57.6,1.5967,-0.9375,4.566666667
1520,454,1996,58.9,2.0648,0.535,3.266666667
1521,454,1998,59.4,1.765,-0.795,5.633333333
1522,454,2002,60.1,1.8056,-1.055,5.4
1523,454,2004,60.6,1.8532,-0.795,5.1
1524,454,2006,55.1,1.4533,-2.0425,5.666666667
1525,454,2008,57.2,1.5392,-2.47,4.833333333
1526,454,2010,61.8,1.4914,-1.5675,2.033333333
1527,454,2011,62.4,2.0694,-0.3875,5.133333333
1528,482,1998,42,1.765,-0.795,5.633333333
1529,482,2002,42.7,1.8056,-1.055,5.4
1530,482,2004,43.1,1.8532,-0.795,5.1
1531,482,2006,43.8,1.4533,-2.0425,5.666666667
1532,482,2008,44.3,1.5392,-2.47,4.833333333
1533,482,2010,45.8,1.4914,-1.5675,2.033333333
1534,482,2011,45.5,2.0694,-0.3875,5.133333333
1535,1155,2007,1.5,1.2303,-2.835,5.866666667
1536,1155,2008,1.6,1.5392,-2.47,4.833333333
1537,1155,2010,1.9,1.4914,-1.5675,2.033333333
1538,1155,2011,2.1,2.0694,-0.3875,5.133333333
1539,798,1993,14.8,1.5967,-0.9375,4.566666667
1540,798,1996,14.9,2.0648,0.535,3.266666667
1541,798,1998,15,1.765,-0.795,5.633333333
1542,798,2002,15.3,1.8056,-1.055,5.4
1543,798,2004,15,1.8532,-0.795,5.1
1544,798,2006,15,1.4533,-2.0425,5.666666667
1545,798,2008,15,1.5392,-2.47,4.833333333
1546,798,2010,15,1.4914,-1.5675,2.033333333
1547,798,2011,15,2.0694,-0.3875,5.133333333
1548,981,1998,1.7,1.765,-0.795,5.633333333
1549,981,2002,2.5,1.8056,-1.055,5.4
1550,981,2004,2.8,1.8532,-0.795,5.1
1551,981,2006,3.3,1.4533,-2.0425,5.666666667
1552,981,2008,3.9,1.5392,-2.47,4.833333333
1553,981,2010,4,1.4914,-1.5675,2.033333333
1554,981,2011,4.2,2.0694,-0.3875,5.133333333
1555,982,1998,3.8,1.765,-0.795,5.633333333
1556,982,2002,3.8,1.8056,-1.055,5.4
1557,982,2004,3.9,1.8532,-0.795,5.1
1558,982,2006,3.9,1.4533,-2.0425,5.666666667
1559,982,2008,3.8,1.5392,-2.47,4.833333333
1560,982,2010,3.8,1.4914,-1.5675,2.033333333
1561,982,2011,3.8,2.0694,-0.3875,5.133333333
1562,210,1996,11.9,2.0648,0.535,3.266666667
1563,210,1998,12,1.765,-0.795,5.633333333
1564,210,2002,12.2,1.8056,-1.055,5.4
1565,210,2004,12.5,1.8532,-0.795,5.1
1566,210,2006,12.7,1.4533,-2.0425,5.666666667
1567,210,2008,12.8,1.5392,-2.47,4.833333333
1568,210,2010,13.1,1.4914,-1.5675,2.033333333
1569,210,2011,13.4,2.0694,-0.3875,5.133333333
1570,209,1996,9.5,2.0648,0.535,3.266666667
1571,209,1998,9.5,1.765,-0.795,5.633333333
1572,209,2002,9.7,1.8056,-1.055,5.4
1573,209,2004,9.5,1.8532,-0.795,5.1
1574,209,2006,9.5,1.4533,-2.0425,5.666666667
1575,209,2008,9.5,1.5392,-2.47,4.833333333
1576,209,2010,9.3,1.4914,-1.5675,2.033333333
1577,1322,2010,1.3,1.4914,-1.5675,2.033333333
1578,1322,2011,1.3,2.0694,-0.3875,5.133333333
1579,453,1993,38.6,1.5967,-0.9375,4.566666667
1580,453,1996,39.5,2.0648,0.535,3.266666667
1581,453,1998,40.5,1.765,-0.795,5.633333333
1582,453,2002,41.1,1.8056,-1.055,5.4
1583,453,2004,42,1.8532,-0.795,5.1
1584,453,2006,42.7,1.4533,-2.0425,5.666666667
1585,453,2008,43.3,1.5392,-2.47,4.833333333
1586,453,2010,44.4,1.4914,-1.5675,2.033333333
1587,453,2011,44.7,2.0694,-0.3875,5.133333333
1588,997,1995,3.7,1.9505,0.15,5.3
1589,997,1996,3.9,2.0648,0.535,3.266666667
1590,305,1996,1.5,2.0648,0.535,3.266666667
1591,305,1998,1.6,1.765,-0.795,5.633333333
1592,305,2002,1.5,1.8056,-1.055,5.4
1593,810,1993,35.9,1.5967,-0.9375,4.566666667
1594,810,1996,38.2,2.0648,0.535,3.266666667
1595,810,1998,38.2,1.765,-0.795,5.633333333
1596,810,2002,39.6,1.8056,-1.055,5.4
1597,810,2004,40.7,1.8532,-0.795,5.1
1598,810,2006,41.4,1.4533,-2.0425,5.666666667
1599,810,2008,42.2,1.5392,-2.47,4.833333333
1600,810,2010,42.9,1.4914,-1.5675,2.033333333
1601,810,2011,43.7,2.0694,-0.3875,5.133333333
1602,574,1998,17.9,1.765,-0.795,5.633333333
1603,574,2002,18.1,1.8056,-1.055,5.4
1604,574,2004,17.6,1.8532,-0.795,5.1
1605,574,2006,17.6,1.4533,-2.0425,5.666666667
1606,272,1998,22,1.765,-0.795,5.633333333
1607,272,2002,23.5,1.8056,-1.055,5.4
1608,272,2004,24.5,1.8532,-0.795,5.1
1609,272,2006,25.6,1.4533,-2.0425,5.666666667
1610,272,2008,26.2,1.5392,-2.47,4.833333333
1611,272,2010,26.2,1.4914,-1.5675,2.033333333
1612,774,1998,1.1,1.765,-0.795,5.633333333
1613,774,2002,1.1,1.8056,-1.055,5.4
1614,774,2004,1.1,1.8532,-0.795,5.1
1615,774,2006,1.1,1.4533,-2.0425,5.666666667
1616,774,2008,1.3,1.5392,-2.47,4.833333333
1617,774,2010,1,1.4914,-1.5675,2.033333333
1618,774,2011,1,2.0694,-0.3875,5.133333333
1619,773,1998,0.8,1.765,-0.795,5.633333333
1620,773,2002,1,1.8056,-1.055,5.4
1621,773,2004,1.1,1.8532,-0.795,5.1
1622,773,2006,1.1,1.4533,-2.0425,5.666666667
1623,773,2008,1.3,1.5392,-2.47,4.833333333
1624,773,2010,1.3,1.4914,-1.5675,2.033333333
1625,773,2011,1.1,2.0694,-0.3875,5.133333333
1626,154,1995,1.3,1.9505,0.15,5.3
1627,154,1996,1.5,2.0648,0.535,3.266666667
1628,154,1998,2,1.765,-0.795,5.633333333
1629,154,2002,2.1,1.8056,-1.055,5.4
1630,154,2004,2.3,1.8532,-0.795,5.1
1631,154,2006,2.3,1.4533,-2.0425,5.666666667
1632,154,2008,2.3,1.5392,-2.47,4.833333333
1633,154,2010,2.5,1.4914,-1.5675,2.033333333
1634,154,2011,2.8,2.0694,-0.3875,5.133333333
1635,323,1996,8.8,2.0648,0.535,3.266666667
1636,323,1998,8.3,1.765,-0.795,5.633333333
1637,576,1998,14.2,1.765,-0.795,5.633333333
1638,576,2002,14.1,1.8056,-1.055,5.4
1639,576,2004,14.1,1.8532,-0.795,5.1
1640,325,1996,2.1,2.0648,0.535,3.266666667
1641,325,1998,2.3,1.765,-0.795,5.633333333
1642,325,2002,2.4,1.8056,-1.055,5.4
1643,325,2004,2.6,1.8532,-0.795,5.1
1644,325,2006,2.6,1.4533,-2.0425,5.666666667
1645,325,2008,2.7,1.5392,-2.47,4.833333333
1646,325,2010,2.8,1.4914,-1.5675,2.033333333
1647,325,2011,2.8,2.0694,-0.3875,5.133333333
1648,324,1998,0.9,1.765,-0.795,5.633333333
1649,324,2002,1.5,1.8056,-1.055,5.4
1650,324,2004,1.3,1.8532,-0.795,5.1
1651,324,2006,1.4,1.4533,-2.0425,5.666666667
1652,324,2008,1.6,1.5392,-2.47,4.833333333
1653,324,2010,1.8,1.4914,-1.5675,2.033333333
1654,324,2011,2,2.0694,-0.3875,5.133333333
1655,805,1993,14.3,1.5967,-0.9375,4.566666667
1656,805,1996,14.7,2.0648,0.535,3.266666667
1657,805,1998,14.8,1.765,-0.795,5.633333333
1658,805,2002,15.2,1.8056,-1.055,5.4
1659,805,2004,15.2,1.8532,-0.795,5.1
1660,805,2006,15.3,1.4533,-2.0425,5.666666667
1661,805,2008,15.6,1.5392,-2.47,4.833333333
1662,805,2010,16,1.4914,-1.5675,2.033333333
1663,805,2011,16.4,2.0694,-0.3875,5.133333333
1664,713,1998,9.7,1.765,-0.795,5.633333333
1665,713,2002,10,1.8056,-1.055,5.4
1666,713,2004,10.3,1.8532,-0.795,5.1
1667,713,2006,10.7,1.4533,-2.0425,5.666666667
1668,713,2008,10.5,1.5392,-2.47,4.833333333
1669,713,2010,11.1,1.4914,-1.5675,2.033333333
1670,713,2011,11.2,2.0694,-0.3875,5.133333333
1671,1149,2007,1.6,1.2303,-2.835,5.866666667
1672,1149,2008,1.6,1.5392,-2.47,4.833333333
1673,712,1998,5.7,1.765,-0.795,5.633333333
1674,712,2002,6,1.8056,-1.055,5.4
1675,712,2004,6,1.8532,-0.795,5.1
1676,712,2006,6.1,1.4533,-2.0425,5.666666667
1677,712,2008,6.2,1.5392,-2.47,4.833333333
1678,712,2010,6.4,1.4914,-1.5675,2.033333333
1679,712,2011,6.5,2.0694,-0.3875,5.133333333
1680,802,1993,14.9,1.5967,-0.9375,4.566666667
1681,802,1996,15,2.0648,0.535,3.266666667
1682,802,1998,14.9,1.765,-0.795,5.633333333
1683,802,2002,14.8,1.8056,-1.055,5.4
1684,802,2004,14.8,1.8532,-0.795,5.1
1685,802,2006,14.8,1.4533,-2.0425,5.666666667
1686,802,2008,14.5,1.5392,-2.47,4.833333333
1687,802,2010,13.5,1.4914,-1.5675,2.033333333
1688,308,1996,16.4,2.0648,0.535,3.266666667
1689,308,1998,16.5,1.765,-0.795,5.633333333
1690,308,2002,16.5,1.8056,-1.055,5.4
1691,308,2004,16.5,1.8532,-0.795,5.1
1692,308,2006,16.7,1.4533,-2.0425,5.666666667
1693,308,2008,16.6,1.5392,-2.47,4.833333333
1694,308,2010,16.5,1.4914,-1.5675,2.033333333
